Reference;Name;Category;Short description;Size;Color;Structure;Price/UAH;Price/RUB;Price/USD;URL;Images;
VKC0015;Вязаный костюм "COLOS" VKC0015;Костюмы вязаные;Замеры изделия- длина по спинке: 65-68 см- длина рукава: 64-67 см- длина брюк по внешнему шву: 97-100 см- длина брюк по внутреннему шву: 75-78 см;42-46;марсала;;483;1220;22;https://niko-opt.com/kostyumy-vyazanye/1933-vyazanyj-kostyum-colos-vkc0015.html;http://niko-opt.com/6854-large_default/vyazanyj-kostyum-colos-vkc0015.jpg,http://niko-opt.com/6855-large_default/vyazanyj-kostyum-colos-vkc0015.jpg;
SKV0012;Вязаный костюм "LILI" SKV0012;Костюмы вязаные;В моду все чаще входят спортивные костюмы, которые можно носить каждый день, а не совершать в них утреннюю пробежку. Вязаный костюм "LILI" ярко-розового цвета идеально подойдет как для первого, так и для второго. Модель ярка и заметная, поэтому, если вы хотите выделяться из толпы и обращать на себя все взоры окружающих, этот костюмчик именно для вас! Модель выполнена в технике тонкой вязки в две нитки, и носить ее можно не только в прохладную погоду, но и летом, когда на улице тепло!Длина свитера по переду: 54 см Длина по спинке: 57 смРукав: 45 смДлина внешнего шва штанов: 100 смВнутренний шов штанов : 73 см;42-46;ярко-розовый;;483;1220;22;https://niko-opt.com/kostyumy-vyazanye/1072-vyazanyj-kostyum-lili-skv0012.html;http://niko-opt.com/4439-large_default/vyazanyj-kostyum-lili-skv0012.jpg,http://niko-opt.com/4440-large_default/vyazanyj-kostyum-lili-skv0012.jpg;
SKL0001;Вязаный костюм "LIZA" SKL0001;Костюмы вязаные;Замеры изделия- длина по спинке: 68-71 см- длина рукава: 63-66 см- длина брюк по внешнему шву: 100-103 см- длина брюк по внутреннему шву: 74-77 см;42-46;темно-зеленый;;460;1165;21;https://niko-opt.com/kostyumy-vyazanye/1934-vyazanyj-kostyum-liza-skl0001.html;http://niko-opt.com/6856-large_default/vyazanyj-kostyum-liza-skl0001.jpg,http://niko-opt.com/6857-large_default/vyazanyj-kostyum-liza-skl0001.jpg,http://niko-opt.com/6858-large_default/vyazanyj-kostyum-liza-skl0001.jpg;
SKL0002;Вязаный костюм "LIZA" SKL0002;Костюмы вязаные;Замеры изделия- длина по спинке: 68-71 см- длина рукава: 63-66 см- длина брюк по внешнему шву: 100-103 см- длина брюк по внутреннему шву: 74-77 см;42-46;темно-синий;;460;1165;21;https://niko-opt.com/kostyumy-vyazanye/1935-vyazanyj-kostyum-liza-skl0002.html;http://niko-opt.com/6859-large_default/vyazanyj-kostyum-liza-skl0002.jpg,http://niko-opt.com/6860-large_default/vyazanyj-kostyum-liza-skl0002.jpg,http://niko-opt.com/6861-large_default/vyazanyj-kostyum-liza-skl0002.jpg;
SKL0003;Вязаный костюм "LIZA" SKL0003;Костюмы вязаные;Замеры изделия- длина по спинке: 68-71 см- длина рукава: 63-66 см- длина брюк по внешнему шву: 100-103 см- длина брюк по внутреннему шву: 74-77 см;42-46;капучино;;460;1165;21;https://niko-opt.com/kostyumy-vyazanye/1936-vyazanyj-kostyum-liza-skl0003.html;http://niko-opt.com/6862-large_default/vyazanyj-kostyum-liza-skl0003.jpg,http://niko-opt.com/6863-large_default/vyazanyj-kostyum-liza-skl0003.jpg;
SKL0004;Вязаный костюм "LIZA" SKL0004;Костюмы вязаные;Замеры изделия- длина по спинке: 68-71 см- длина рукава: 63-66 см- длина брюк по внешнему шву: 100-103 см- длина брюк по внутреннему шву: 74-77 см;42-46;джинс;;460;1165;21;https://niko-opt.com/kostyumy-vyazanye/1937-vyazanyj-kostyum-liza-skl0004.html;http://niko-opt.com/6864-large_default/vyazanyj-kostyum-liza-skl0004.jpg,http://niko-opt.com/6865-large_default/vyazanyj-kostyum-liza-skl0004.jpg;
SKL0005;Вязаный костюм "LIZA" SKL0005;Костюмы вязаные;Замеры изделия- длина по спинке: 68-71 см- длина рукава: 63-66 см- длина брюк по внешнему шву: 100-103 см- длина брюк по внутреннему шву: 74-77 см;42-46;графит;;460;1165;21;https://niko-opt.com/kostyumy-vyazanye/1938-vyazanyj-kostyum-liza-skl0005.html;http://niko-opt.com/6866-large_default/vyazanyj-kostyum-liza-skl0005.jpg,http://niko-opt.com/6867-large_default/vyazanyj-kostyum-liza-skl0005.jpg;
SKL0006;Вязаный костюм "LIZA" SKL0006;Костюмы вязаные;Замеры изделия- длина по спинке: 68-71 см- длина рукава: 63-66 см- длина брюк по внешнему шву: 100-103 см- длина брюк по внутреннему шву: 74-77 см;42-46;электрик;;460;1165;21;https://niko-opt.com/kostyumy-vyazanye/1939-vyazanyj-kostyum-liza-skl0006.html;http://niko-opt.com/6868-large_default/vyazanyj-kostyum-liza-skl0006.jpg,http://niko-opt.com/6869-large_default/vyazanyj-kostyum-liza-skl0006.jpg;
SKL0007;Вязаный костюм "LIZA" SKL0007;Костюмы вязаные;Замеры изделия- длина по спинке: 68-71 см- длина рукава: 63-66 см- длина брюк по внешнему шву: 100-103 см- длина брюк по внутреннему шву: 74-77 см;42-46;черный;;460;1165;21;https://niko-opt.com/kostyumy-vyazanye/1940-vyazanyj-kostyum-liza-skl0007.html;http://niko-opt.com/6870-large_default/vyazanyj-kostyum-liza-skl0007.jpg,http://niko-opt.com/6871-large_default/vyazanyj-kostyum-liza-skl0007.jpg;
SKL0008;Вязаный костюм "LIZA" SKL0008;Костюмы вязаные;Замеры изделия- длина по спинке: 68-71 см- длина рукава: 63-66 см- длина брюк по внешнему шву: 100-103 см- длина брюк по внутреннему шву: 74-77 см;42-46;светло-серый;;460;1165;21;https://niko-opt.com/kostyumy-vyazanye/1941-vyazanyj-kostyum-liza-skl0008.html;http://niko-opt.com/6872-large_default/vyazanyj-kostyum-liza-skl0008.jpg,http://niko-opt.com/6873-large_default/vyazanyj-kostyum-liza-skl0008.jpg,http://niko-opt.com/6874-large_default/vyazanyj-kostyum-liza-skl0008.jpg;
SKL0009;Вязаный костюм "LIZA" SKL0009;Костюмы вязаные;Замеры изделия- длина по спинке: 68-71 см- длина рукава: 63-66 см- длина брюк по внешнему шву: 100-103 см- длина брюк по внутреннему шву: 74-77 см;42-46;молоко;;460;1165;21;https://niko-opt.com/kostyumy-vyazanye/1942-vyazanyj-kostyum-liza-skl0009.html;http://niko-opt.com/6875-large_default/vyazanyj-kostyum-liza-skl0009.jpg,http://niko-opt.com/6876-large_default/vyazanyj-kostyum-liza-skl0009.jpg;
SKL0010;Вязаный костюм "LIZA" SKL0010;Костюмы вязаные;Замеры изделия- длина по спинке: 68-71 см- длина рукава: 63-66 см- длина брюк по внешнему шву: 100-103 см- длина брюк по внутреннему шву: 74-77 см;42-46;пудра;;460;1165;21;https://niko-opt.com/kostyumy-vyazanye/1943-vyazanyj-kostyum-liza-skl0010.html;http://niko-opt.com/6877-large_default/vyazanyj-kostyum-liza-skl0010.jpg,http://niko-opt.com/6878-large_default/vyazanyj-kostyum-liza-skl0010.jpg;
SKL0011;Вязаный костюм "LIZA" SKL0011;Костюмы вязаные;Замеры изделия- длина по спинке: 68-71 см- длина рукава: 63-66 см- длина брюк по внешнему шву: 100-103 см- длина брюк по внутреннему шву: 74-77 см;42-46;марсала;;460;1165;21;https://niko-opt.com/kostyumy-vyazanye/1944-vyazanyj-kostyum-liza-skl0011.html;http://niko-opt.com/6879-large_default/vyazanyj-kostyum-liza-skl0011.jpg,http://niko-opt.com/6880-large_default/vyazanyj-kostyum-liza-skl0011.jpg;
SKM0002;Вязаный костюм "MERY" SKM0002;Костюмы вязаные;Длина по спинке: 68 смДлина рукава: 55 смДлина штанов по внешнему шву: 106 смДлина штанов по внутреннему шву: 80 см;42-46;пудра;;598;1494;27;https://niko-opt.com/kostyumy-vyazanye/1458-vyazanyj-kostyum-mery-skm0002.html;http://niko-opt.com/5355-large_default/vyazanyj-kostyum-mery-skm0002.jpg,http://niko-opt.com/5356-large_default/vyazanyj-kostyum-mery-skm0002.jpg;
SKM0003;Вязаный костюм "MERY" SKM0003;Костюмы вязаные;Длина по спинке: 68 смДлина рукава: 55 смДлина штанов по внешнему шву: 106 смДлина штанов по внутреннему шву: 80 см;42-46;мятный;;598;1494;27;https://niko-opt.com/kostyumy-vyazanye/1459-vyazanyj-kostyum-mery-skm0003.html;http://niko-opt.com/5357-large_default/vyazanyj-kostyum-mery-skm0003.jpg,http://niko-opt.com/5358-large_default/vyazanyj-kostyum-mery-skm0003.jpg;
SKM0004;Вязаный костюм "MERY" SKM0004;Костюмы вязаные;Длина по спинке: 68 смДлина рукава: 55 смДлина штанов по внешнему шву: 106 смДлина штанов по внутреннему шву: 80 см;42-46;светло-серый;;598;1494;27;https://niko-opt.com/kostyumy-vyazanye/1460-vyazanyj-kostyum-mery-skm0004.html;http://niko-opt.com/5359-large_default/vyazanyj-kostyum-mery-skm0004.jpg,http://niko-opt.com/5360-large_default/vyazanyj-kostyum-mery-skm0004.jpg;
SKM0006;Вязаный костюм "MERY" SKM0006;Костюмы вязаные;Длина по спинке: 68 смДлина рукава: 55 смДлина штанов по внешнему шву: 106 смДлина штанов по внутреннему шву: 80 см;42-46;марсала;;598;1494;27;https://niko-opt.com/kostyumy-vyazanye/1462-vyazanyj-kostyum-mery-skm0006.html;http://niko-opt.com/5363-large_default/vyazanyj-kostyum-mery-skm0006.jpg,http://niko-opt.com/5364-large_default/vyazanyj-kostyum-mery-skm0006.jpg;
SKM0007;Вязаный костюм "MERY" SKM0007;Костюмы вязаные;Длина по спинке: 68 смДлина рукава: 55 смДлина штанов по внешнему шву: 106 смДлина штанов по внутреннему шву: 80 см;42-46;капучино;;598;1494;27;https://niko-opt.com/kostyumy-vyazanye/1463-vyazanyj-kostyum-mery-skm0007.html;http://niko-opt.com/5365-large_default/vyazanyj-kostyum-mery-skm0007.jpg,http://niko-opt.com/5366-large_default/vyazanyj-kostyum-mery-skm0007.jpg;
SKM0008;Вязаный костюм "MERY" SKM0008;Костюмы вязаные;Длина по спинке: 68 смДлина рукава: 55 смДлина штанов по внешнему шву: 106 смДлина штанов по внутреннему шву: 80 см;42-46;графит;;598;1494;27;https://niko-opt.com/kostyumy-vyazanye/1464-vyazanyj-kostyum-mery-skm0008.html;http://niko-opt.com/5367-large_default/vyazanyj-kostyum-mery-skm0008.jpg,http://niko-opt.com/5368-large_default/vyazanyj-kostyum-mery-skm0008.jpg;
SKN0001;Вязаный костюм "NIKA" SKN0001;Костюмы вязаные;Длина по спинке - 61-64 смВысота горловины - 17 смДлина рукава - 64-67 смДлина брюк по внешнему шву - 100-103 смДлина брюк по внутреннему шву - 74-77 см;42-46;темно-зеленый;;483;1220;22;https://niko-opt.com/kostyumy-vyazanye/1912-vyazanyj-kostyum-nika-skn0001.html;http://niko-opt.com/6811-large_default/vyazanyj-kostyum-nika-skn0001.jpg,http://niko-opt.com/6810-large_default/vyazanyj-kostyum-nika-skn0001.jpg;
SKN0002;Вязаный костюм "NIKA" SKN0002;Костюмы вязаные;Длина по спинке - 61-64 смВысота горловины - 17 смДлина рукава - 64-67 смДлина брюк по внешнему шву - 100-103 смДлина брюк по внутреннему шву - 74-77 см;42-46;темно-синий;;483;1220;22;https://niko-opt.com/kostyumy-vyazanye/1913-vyazanyj-kostyum-nika-skn0002.html;http://niko-opt.com/6812-large_default/vyazanyj-kostyum-nika-skn0002.jpg,http://niko-opt.com/6813-large_default/vyazanyj-kostyum-nika-skn0002.jpg;
SKN0003;Вязаный костюм "NIKA" SKN0003;Костюмы вязаные;Длина по спинке - 61-64 смВысота горловины - 17 смДлина рукава - 64-67 смДлина брюк по внешнему шву - 100-103 смДлина брюк по внутреннему шву - 74-77 см;42-46;капучино;;483;1220;22;https://niko-opt.com/kostyumy-vyazanye/1914-vyazanyj-kostyum-nika-skn0003.html;http://niko-opt.com/6814-large_default/vyazanyj-kostyum-nika-skn0003.jpg,http://niko-opt.com/6815-large_default/vyazanyj-kostyum-nika-skn0003.jpg;
SKN0004;Вязаный костюм "NIKA" SKN0004;Костюмы вязаные;Длина по спинке - 61-64 смВысота горловины - 17 смДлина рукава - 64-67 смДлина брюк по внешнему шву - 100-103 смДлина брюк по внутреннему шву - 74-77 см;42-46;джинс;;483;1220;22;https://niko-opt.com/kostyumy-vyazanye/1917-vyazanyj-kostyum-nika-skn0004.html;http://niko-opt.com/6821-large_default/vyazanyj-kostyum-nika-skn0004.jpg,http://niko-opt.com/6820-large_default/vyazanyj-kostyum-nika-skn0004.jpg;
SKN0005;Вязаный костюм "NIKA" SKN0005;Костюмы вязаные;Длина по спинке - 61-64 смВысота горловины - 17 смДлина рукава - 64-67 смДлина брюк по внешнему шву - 100-103 смДлина брюк по внутреннему шву - 74-77 см;42-46;графит;;483;1220;22;https://niko-opt.com/kostyumy-vyazanye/1916-vyazanyj-kostyum-nika-skn0005.html;http://niko-opt.com/6818-large_default/vyazanyj-kostyum-nika-skn0005.jpg,http://niko-opt.com/6819-large_default/vyazanyj-kostyum-nika-skn0005.jpg;
SKN0006;Вязаный костюм "NIKA" SKN0006;Костюмы вязаные;Молодежный вязаный костюм ярко-синего цвета из мягкой пряжи. Костюм состоит из свитера с высоким горлом и брюк с карманами. Размер вязаного костюма универсальный.Замеры изделия- длина по спинке: 61-64 см- высота горловины: 17 см- длина рукава: 64-67 см- длина брюк по внешнему шву: 100-103 см- длина брюк по внутреннему шву: 74-77 см;42-46;электрик;;483;1220;22;https://niko-opt.com/kostyumy-vyazanye/1922-vyazanyj-kostyum-nika-skn0006.html;http://niko-opt.com/6830-large_default/vyazanyj-kostyum-nika-skn0006.jpg,http://niko-opt.com/6831-large_default/vyazanyj-kostyum-nika-skn0006.jpg;
SKN0007;Вязаный костюм "NIKA" SKN0007;Костюмы вязаные;Длина по спинке - 61-64 смВысота горловины - 17 смДлина рукава - 64-67 смДлина брюк по внешнему шву - 100-103 смДлина брюк по внутреннему шву - 74-77 см;42-46;черный;;483;1220;22;https://niko-opt.com/kostyumy-vyazanye/1919-vyazanyj-kostyum-nika-skn0007.html;http://niko-opt.com/6824-large_default/vyazanyj-kostyum-nika-skn0007.jpg,http://niko-opt.com/6825-large_default/vyazanyj-kostyum-nika-skn0007.jpg;
SKN0008;Вязаный костюм "NIKA" SKN0008;Костюмы вязаные;Длина по спинке - 61-64 смВысота горловины - 17 смДлина рукава - 64-67 смДлина брюк по внешнему шву - 100-103 смДлина брюк по внутреннему шву - 74-77 см;42-46;светло-серый;;483;1220;22;https://niko-opt.com/kostyumy-vyazanye/1915-vyazanyj-kostyum-nika-skn0008.html;http://niko-opt.com/6816-large_default/vyazanyj-kostyum-nika-skn0008.jpg,http://niko-opt.com/6817-large_default/vyazanyj-kostyum-nika-skn0008.jpg;
